level_date,rows,median_abs_distance,mean_abs_distance,max_abs_distance,pct_within_1,pct_within_2,pct_within_3,pct_within_5,pct_within_10,dominant_anchor_family,prior_range_fraction_count,prior_hlc_count,box_internal_count,box_edge_count,full_anchor_sequence,full_family_sequence,full_side_sequence,focus_l4_l7_anchor_sequence,focus_l4_l7_family_sequence,focus_l4_l7_median_abs_distance,focus_l4_l7_pct_within_3,focus_l4_l7_pct_within_5,sequence_template_type,full_anchor_sequence_hash,full_family_sequence_hash,focus_l4_l7_anchor_sequence_hash,focus_l4_l7_family_sequence_hash,focus_family_template_key,focus_family_template_type,focus_family_template_score,focus_family_template_date_count
2026-05-01,9,2.876667,3.468519,8.1,22.222222,33.333333,55.555556,66.666667,100.0,green_box_quarter,0,1,5,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_edge::red_edge_3,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_edge | L4=green_box_midline | L5=prior_hlc | L6=green_box_quarter | L7=red_box_edge | L8=red_box_quarter | L9=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=green | L7=red | L8=red | L9=red,L4=green_box_midline::green_mid_2 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2,L4=green_box_midline | L5=prior_hlc | L6=green_box_quarter | L7=red_box_edge,2.563333,75.0,75.0,BOX_INTERNAL_TEMPLATE,d68d7cda58,9349004099,29e66bd6b6,05afbe02f2,,,,
2026-05-04,10,3.03625,3.16725,7.5,10.0,20.0,40.0,90.0,100.0,green_box_quarter,1,0,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_range_fraction::prev_range_0.875 | L5=green_box_quarter::green_box_1_75pct | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_quarter::red_box_4_25pct | L10=red_box_edge::red_edge_4,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_edge | L4=prior_range_fraction | L5=green_box_quarter | L6=red_box_midline | L7=red_box_edge | L8=red_box_quarter | L9=red_box_quarter | L10=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=green | L6=red | L7=red | L8=red | L9=red | L10=red,L4=prior_range_fraction::prev_range_0.875 | L5=green_box_quarter::green_box_1_75pct | L6=red_box_midline::red_mid_2 | L7=red_box_edge::red_edge_2,L4=prior_range_fraction | L5=green_box_quarter | L6=red_box_midline | L7=red_box_edge,2.801875,50.0,75.0,BOX_INTERNAL_TEMPLATE,691b3b9aea,ab74da8821,332e6b0db2,5c07808830,,,,
2026-05-05,11,2.18,3.756818,10.35,18.181818,45.454545,54.545455,63.636364,90.909091,red_box_quarter,1,1,8,1,L1=green_box_quarter::green_box_4_25pct | L2=green_box_quarter::green_box_3_75pct | L3=green_box_edge::green_edge_2 | L4=prior_hlc::previous_high | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.125 | L8=red_box_quarter::red_box_2_75pct | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct | L11=red_box_quarter::red_box_4_25pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_edge | L4=prior_hlc | L5=red_box_midline | L6=green_box_quarter | L7=prior_range_fraction | L8=red_box_quarter | L9=red_box_quarter | L10=red_box_quarter | L11=red_box_quarter,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=green | L7=neutral | L8=red | L9=red | L10=red | L11=red,L4=prior_hlc::previous_high | L5=red_box_midline::red_mid_1 | L6=green_box_quarter::green_box_1_75pct | L7=prior_range_fraction::prev_range_0.125,L4=prior_hlc | L5=red_box_midline | L6=green_box_quarter | L7=prior_range_fraction,2.0425,75.0,100.0,BOX_INTERNAL_TEMPLATE,2f0c73e6f3,011052bb07,090ae36008,f70d2214db,,,,
2026-05-06,9,3.235,9.831667,55.49,11.111111,22.222222,44.444444,66.666667,77.777778,green_box_edge,0,1,6,2,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_midline::green_mid_4 | L4=green_box_midline::green_mid_3 | L5=green_box_quarter::green_box_2_75pct | L6=prior_hlc::previous_close | L7=red_box_midline::red_mid_2 | L8=red_box_midline::red_mid_3 | L9=red_box_quarter::red_box_4_25pct,L1=green_box_edge | L2=green_box_edge | L3=green_box_midline | L4=green_box_midline | L5=green_box_quarter | L6=prior_hlc | L7=red_box_midline | L8=red_box_midline | L9=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=red | L8=red | L9=red,L4=green_box_midline::green_mid_3 | L5=green_box_quarter::green_box_2_75pct | L6=prior_hlc::previous_close | L7=red_box_midline::red_mid_2,L4=green_box_midline | L5=green_box_quarter | L6=prior_hlc | L7=red_box_midline,1.66,100.0,100.0,BOX_INTERNAL_TEMPLATE,4898047bc4,86f4cb085d,87a4662876,c6f928228b,,,,
2026-05-07,10,1.54,3.45775,10.37,40.0,60.0,60.0,70.0,80.0,green_box_quarter,1,2,5,2,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_quarter | L5=prior_range_fraction | L6=prior_hlc | L7=green_box_midline | L8=prior_hlc | L9=red_box_edge | L10=red_box_midline,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=neutral | L7=green | L8=neutral | L9=red | L10=red,L4=green_box_quarter::green_box_2_75pct | L5=prior_range_fraction::prev_range_0.75 | L6=prior_hlc::previous_mid | L7=green_box_midline::green_mid_1,L4=green_box_quarter | L5=prior_range_fraction | L6=prior_hlc | L7=green_box_midline,1.35125,75.0,100.0,BOX_INTERNAL_TEMPLATE,f53f58db1c,8012c8d115,3565ec2ac0,e0749f053a,,,,
2026-05-08,10,5.076875,13.802912,74.77,20.0,20.0,20.0,50.0,80.0,red_box_edge,1,0,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.618 | L5=red_box_midline::red_mid_2 | L6=red_box_quarter::red_box_3_25pct | L7=red_box_edge::red_edge_3 | L8=red_box_quarter::red_box_4_75pct | L9=red_box_edge::red_edge_4 | L10=red_box_edge::red_edge_4,L1=green_box_quarter | L2=green_box_midline | L3=green_box_quarter | L4=prior_range_fraction | L5=red_box_midline | L6=red_box_quarter | L7=red_box_edge | L8=red_box_quarter | L9=red_box_edge | L10=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=red | L7=red | L8=red | L9=red | L10=red,L4=prior_range_fraction::prev_range_0.618 | L5=red_box_midline::red_mid_2 | L6=red_box_quarter::red_box_3_25pct | L7=red_box_edge::red_edge_3,L4=prior_range_fraction | L5=red_box_midline | L6=red_box_quarter | L7=red_box_edge,4.44581,25.0,75.0,BOX_INTERNAL_TEMPLATE,519700fa4a,8e4803318c,757844d85e,83d97790ed,,,,
2026-05-11,10,3.123125,2.990441,5.77625,10.0,40.0,50.0,90.0,100.0,red_box_quarter,1,0,7,2,L1=green_box_edge::green_edge_4 | L2=green_box_midline::green_mid_4 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_quarter::red_box_2_25pct | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct | L10=red_box_quarter::red_box_4_75pct,L1=green_box_edge | L2=green_box_midline | L3=green_box_quarter | L4=green_box_quarter | L5=green_box_midline | L6=prior_range_fraction | L7=red_box_quarter | L8=red_box_edge | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=red | L8=red | L9=red | L10=red,L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_range_fraction::prev_range_0.618 | L7=red_box_quarter::red_box_2_25pct,L4=green_box_quarter | L5=green_box_midline | L6=prior_range_fraction | L7=red_box_quarter,1.3625,100.0,100.0,BOX_INTERNAL_TEMPLATE,58fdeb16ad,9b48ad69f3,766b99be54,0b8eb69c8a,,,,
2026-05-12,10,3.56625,3.18575,7.56,20.0,40.0,40.0,80.0,100.0,green_box_midline,0,2,6,2,L1=green_box_midline::green_mid_4 | L2=green_box_edge::green_edge_3 | L3=green_box_midline::green_mid_3 | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=red_box_midline::red_mid_1 | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_quarter::red_box_3_25pct | L10=red_box_quarter::red_box_3_75pct,L1=green_box_midline | L2=green_box_edge | L3=green_box_midline | L4=green_box_edge | L5=prior_hlc | L6=red_box_midline | L7=green_box_midline | L8=prior_hlc | L9=red_box_quarter | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=red | L7=green | L8=neutral | L9=red | L10=red,L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=red_box_midline::red_mid_1 | L7=green_box_midline::green_mid_1,L4=green_box_edge | L5=prior_hlc | L6=red_box_midline | L7=green_box_midline,2.59125,50.0,75.0,BOX_INTERNAL_TEMPLATE,0fd8a7948d,5269addec5,5d255d5e65,1b488a6efd,,,,
2026-05-13,10,3.46875,3.8525,8.85,20.0,30.0,40.0,60.0,100.0,green_box_quarter,0,2,6,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_quarter::red_box_2_25pct | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3,L1=green_box_edge | L2=green_box_midline | L3=green_box_quarter | L4=green_box_quarter | L5=green_box_quarter | L6=prior_hlc | L7=red_box_quarter | L8=prior_hlc | L9=red_box_edge | L10=red_box_midline,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=red | L8=neutral | L9=red | L10=red,L4=green_box_quarter::green_box_2_75pct | L5=green_box_quarter::green_box_2_25pct | L6=prior_hlc::previous_pivot_hlc3 | L7=red_box_quarter::red_box_2_25pct,L4=green_box_quarter | L5=green_box_quarter | L6=prior_hlc | L7=red_box_quarter,2.39875,50.0,75.0,BOX_INTERNAL_TEMPLATE,ee34856b93,eef5d4baf8,0cd697d60d,021a131cc1,T_focus_l4_l7_family_021a131c,BOX_INTERNAL_TEMPLATE,62.526563,2.0
2026-05-14,10,1.090625,5.18625,38.51,50.0,60.0,80.0,90.0,90.0,green_box_edge,0,2,4,4,L1=green_box_edge::green_edge_4 | L2=green_box_edge::green_edge_4 | L3=green_box_edge::green_edge_3 | L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_hlc::previous_mid | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_75pct | L10=red_box_midline::red_mid_4,L1=green_box_edge | L2=green_box_edge | L3=green_box_edge | L4=green_box_quarter | L5=green_box_midline | L6=prior_hlc | L7=prior_hlc | L8=red_box_edge | L9=red_box_quarter | L10=red_box_midline,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=neutral | L8=red | L9=red | L10=red,L4=green_box_quarter::green_box_3_25pct | L5=green_box_midline::green_mid_2 | L6=prior_hlc::previous_mid | L7=prior_hlc::previous_low,L4=green_box_quarter | L5=green_box_midline | L6=prior_hlc | L7=prior_hlc,0.888125,100.0,100.0,BOX_INTERNAL_TEMPLATE,0959436ca2,e4e33be728,7520dc4bff,71e5823c60,,,,
2026-05-15,10,2.1575,2.588419,5.3025,40.0,50.0,60.0,80.0,100.0,red_box_edge,1,0,5,4,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_25pct | L3=green_box_quarter::green_box_2_75pct | L4=prior_range_fraction::prev_range_0.666667 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct | L8=red_box_edge::red_edge_3 | L9=red_box_midline::red_mid_4 | L10=red_box_edge::red_edge_4,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=prior_range_fraction | L5=red_box_edge | L6=red_box_midline | L7=red_box_quarter | L8=red_box_edge | L9=red_box_midline | L10=red_box_edge,L1=green | L2=green | L3=green | L4=neutral | L5=red | L6=red | L7=red | L8=red | L9=red | L10=red,L4=prior_range_fraction::prev_range_0.666667 | L5=red_box_edge::red_edge_1 | L6=red_box_midline::red_mid_2 | L7=red_box_quarter::red_box_3_25pct,L4=prior_range_fraction | L5=red_box_edge | L6=red_box_midline | L7=red_box_quarter,0.86625,75.0,75.0,BOX_INTERNAL_TEMPLATE,3d9f43ac92,a69bf87c13,c646989b5c,93d445e500,,,,
2026-05-18,10,1.095625,1.148255,2.185,50.0,90.0,100.0,100.0,100.0,prior_hlc,1,3,5,1,L1=green_box_midline::green_mid_2 | L2=red_box_midline::red_mid_1 | L3=prior_hlc::previous_mid | L4=prior_range_fraction::prev_range_0.333333 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_midline::red_mid_3 | L10=red_box_quarter::red_box_3_75pct,L1=green_box_midline | L2=red_box_midline | L3=prior_hlc | L4=prior_range_fraction | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge | L8=red_box_quarter | L9=red_box_midline | L10=red_box_quarter,L1=green | L2=red | L3=neutral | L4=neutral | L5=neutral | L6=neutral | L7=red | L8=red | L9=red | L10=red,L4=prior_range_fraction::prev_range_0.333333 | L5=prior_hlc::previous_close | L6=prior_hlc::previous_low | L7=red_box_edge::red_edge_2,L4=prior_range_fraction | L5=prior_hlc | L6=prior_hlc | L7=red_box_edge,0.49,100.0,100.0,BOX_INTERNAL_TEMPLATE,90d74bd647,163963b983,24c0192b01,cfc6cc7ef8,T_focus_l4_l7_family_cfc6cc7e,BOX_INTERNAL_TEMPLATE,79.674566,2.0
2026-05-19,10,1.49,2.895,7.42,40.0,60.0,60.0,70.0,100.0,green_box_edge,2,2,4,2,L1=green_box_edge::green_edge_3 | L2=green_box_midline::green_mid_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_mid | L8=prior_range_fraction::prev_range_0.25 | L9=red_box_midline::red_mid_2 | L10=red_box_quarter::red_box_2_75pct,L1=green_box_edge | L2=green_box_midline | L3=green_box_quarter | L4=green_box_edge | L5=prior_hlc | L6=prior_range_fraction | L7=prior_hlc | L8=prior_range_fraction | L9=red_box_midline | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=neutral | L7=neutral | L8=neutral | L9=red | L10=red,L4=green_box_edge::green_edge_2 | L5=prior_hlc::previous_high | L6=prior_range_fraction::prev_range_0.75 | L7=prior_hlc::previous_mid,L4=green_box_edge | L5=prior_hlc | L6=prior_range_fraction | L7=prior_hlc,1.31,75.0,75.0,BOX_INTERNAL_TEMPLATE,df0a7147a3,b6507079a0,65fc37e37b,73e6bc1705,T_focus_l4_l7_family_73e6bc17,BOX_INTERNAL_TEMPLATE,62.491761,2.0
2026-05-20,9,1.340042,3.17556,8.385,0.0,66.666667,66.666667,77.777778,100.0,red_box_quarter,2,1,5,1,L1=green_box_quarter::green_box_2_75pct | L2=green_box_midline::green_mid_2 | L3=prior_range_fraction::prev_range_0.75 | L4=red_box_quarter::red_box_1_75pct | L5=prior_range_fraction::prev_range_0.333333 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low | L8=red_box_edge::red_edge_2 | L9=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_midline | L3=prior_range_fraction | L4=red_box_quarter | L5=prior_range_fraction | L6=red_box_quarter | L7=prior_hlc | L8=red_box_edge | L9=red_box_quarter,L1=green | L2=green | L3=neutral | L4=red | L5=neutral | L6=red | L7=neutral | L8=red | L9=red,L4=red_box_quarter::red_box_1_75pct | L5=prior_range_fraction::prev_range_0.333333 | L6=red_box_quarter::red_box_2_25pct | L7=prior_hlc::previous_low,L4=red_box_quarter | L5=prior_range_fraction | L6=red_box_quarter | L7=prior_hlc,1.282521,75.0,100.0,BOX_INTERNAL_TEMPLATE,e4c5f4517f,6f3f78d6a8,7980af7dc4,185522d180,,,,
2026-05-21,10,3.48,3.591588,7.535,10.0,40.0,40.0,70.0,100.0,green_box_quarter,1,1,6,2,L1=green_box_quarter::green_box_4_75pct | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_75pct | L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=prior_hlc::previous_high | L7=red_box_midline::red_mid_1 | L8=prior_range_fraction::prev_range_0.382 | L9=red_box_midline::red_mid_2 | L10=red_box_edge::red_edge_2,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_midline | L5=green_box_edge | L6=prior_hlc | L7=red_box_midline | L8=prior_range_fraction | L9=red_box_midline | L10=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=red | L8=neutral | L9=red | L10=red,L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=prior_hlc::previous_high | L7=red_box_midline::red_mid_1,L4=green_box_midline | L5=green_box_edge | L6=prior_hlc | L7=red_box_midline,2.64,50.0,75.0,BOX_INTERNAL_TEMPLATE,f5beef4e6d,1fba12676e,509b06fded,fc5d267acd,,,,
2026-05-22,10,1.765625,2.390728,5.3,40.0,60.0,60.0,90.0,100.0,green_box_quarter,2,1,6,1,L1=green_box_quarter::green_box_4_75pct | L2=green_box_quarter::green_box_4_25pct | L3=green_box_quarter::green_box_3_75pct | L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=prior_range_fraction::prev_range_0.75 | L7=prior_range_fraction::prev_range_0.382 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_quarter::red_box_3_75pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_quarter | L5=green_box_quarter | L6=prior_range_fraction | L7=prior_range_fraction | L8=prior_hlc | L9=red_box_edge | L10=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=neutral | L7=neutral | L8=neutral | L9=red | L10=red,L4=green_box_quarter::green_box_3_25pct | L5=green_box_quarter::green_box_2_75pct | L6=prior_range_fraction::prev_range_0.75 | L7=prior_range_fraction::prev_range_0.382,L4=green_box_quarter | L5=green_box_quarter | L6=prior_range_fraction | L7=prior_range_fraction,1.36614,75.0,100.0,BOX_INTERNAL_TEMPLATE,e55acad5c2,8ced32c5f5,9dcc6759c2,abe1feb0f6,T_focus_l4_l7_family_abe1feb0,BOX_INTERNAL_TEMPLATE,66.498059,3.0
2026-05-25,11,1.9775,8.266818,53.04,9.090909,54.545455,54.545455,72.727273,81.818182,red_box_edge,1,0,6,4,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=red_box_midline::red_mid_1 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_75pct | L9=red_box_midline::red_mid_4 | L10=red_box_edge::red_edge_4 | L11=red_box_edge::red_edge_4,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=green_box_midline | L5=red_box_midline | L6=prior_range_fraction | L7=red_box_edge | L8=red_box_quarter | L9=red_box_midline | L10=red_box_edge | L11=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=red | L6=neutral | L7=red | L8=red | L9=red | L10=red | L11=red,L4=green_box_midline::green_mid_2 | L5=red_box_midline::red_mid_1 | L6=prior_range_fraction::prev_range_0.125 | L7=red_box_edge::red_edge_2,L4=green_box_midline | L5=red_box_midline | L6=prior_range_fraction | L7=red_box_edge,1.56625,75.0,100.0,BOX_INTERNAL_TEMPLATE,c85890c84f,8e9fb342bc,3dce4a49ed,6c6549414d,,,,
2026-05-26,9,2.885,2.786853,4.8225,22.222222,33.333333,55.555556,100.0,100.0,green_box_quarter,1,0,5,3,L1=green_box_quarter::green_box_4_75pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_25pct | L4=green_box_midline::green_mid_2 | L5=prior_range_fraction::prev_range_0.618 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_edge::red_edge_3 | L9=red_box_quarter::red_box_4_75pct,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=green_box_midline | L5=prior_range_fraction | L6=red_box_quarter | L7=red_box_edge | L8=red_box_edge | L9=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=neutral | L6=red | L7=red | L8=red | L9=red,L4=green_box_midline::green_mid_2 | L5=prior_range_fraction::prev_range_0.618 | L6=red_box_quarter::red_box_2_25pct | L7=red_box_edge::red_edge_2,L4=green_box_midline | L5=prior_range_fraction | L6=red_box_quarter | L7=red_box_edge,2.13625,100.0,100.0,BOX_INTERNAL_TEMPLATE,f7e7a83cca,4258c55835,a72b6ad4d7,bc3bfc22a3,,,,
2026-05-27,8,3.335,3.63875,7.78,12.5,37.5,50.0,75.0,100.0,green_box_quarter,0,1,5,2,L1=green_box_edge::green_edge_2 | L2=green_box_quarter::green_box_2_75pct | L3=green_box_quarter::green_box_2_25pct | L4=prior_hlc::previous_mid | L5=green_box_quarter::green_box_1_25pct | L6=red_box_edge::red_edge_2 | L7=red_box_midline::red_mid_3 | L8=red_box_quarter::red_box_4_25pct,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=prior_hlc | L5=green_box_quarter | L6=red_box_edge | L7=red_box_midline | L8=red_box_quarter,L1=green | L2=green | L3=green | L4=neutral | L5=green | L6=red | L7=red | L8=red,L4=prior_hlc::previous_mid | L5=green_box_quarter::green_box_1_25pct | L6=red_box_edge::red_edge_2 | L7=red_box_midline::red_mid_3,L4=prior_hlc | L5=green_box_quarter | L6=red_box_edge | L7=red_box_midline,1.37,75.0,75.0,BOX_INTERNAL_TEMPLATE,3d1d1af476,92b86df1e3,54aca374b6,0b5e9340df,,,,
2026-05-28,9,3.835,4.462778,10.315,33.333333,44.444444,44.444444,55.555556,88.888889,green_box_quarter,0,1,7,1,L1=green_box_quarter::green_box_3_25pct | L2=green_box_quarter::green_box_2_75pct | L3=green_box_midline::green_mid_2 | L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2 | L8=red_box_quarter::red_box_3_25pct | L9=red_box_quarter::red_box_3_75pct,L1=green_box_quarter | L2=green_box_quarter | L3=green_box_midline | L4=red_box_midline | L5=prior_hlc | L6=green_box_quarter | L7=red_box_edge | L8=red_box_quarter | L9=red_box_quarter,L1=green | L2=green | L3=green | L4=red | L5=neutral | L6=green | L7=red | L8=red | L9=red,L4=red_box_midline::red_mid_1 | L5=prior_hlc::previous_pivot_hlc3 | L6=green_box_quarter::green_box_1_25pct | L7=red_box_edge::red_edge_2,L4=red_box_midline | L5=prior_hlc | L6=green_box_quarter | L7=red_box_edge,1.3425,75.0,75.0,BOX_INTERNAL_TEMPLATE,d97ffaa988,7b2033a557,6e7982fe8b,3d37da253f,,,,
2026-05-29,12,2.595,3.505833,11.24,33.333333,50.0,50.0,75.0,91.666667,green_box_quarter,1,2,6,3,L1=green_box_quarter::green_box_4_25pct | L2=green_box_edge::green_edge_3 | L3=green_box_quarter::green_box_3_75pct | L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=green_box_quarter::green_box_2_75pct | L7=prior_hlc::previous_close | L8=prior_hlc::previous_pivot_hlc3 | L9=prior_range_fraction::prev_range_0.382 | L10=red_box_midline::red_mid_2 | L11=red_box_edge::red_edge_2 | L12=red_box_quarter::red_box_3_25pct,L1=green_box_quarter | L2=green_box_edge | L3=green_box_quarter | L4=green_box_midline | L5=green_box_edge | L6=green_box_quarter | L7=prior_hlc | L8=prior_hlc | L9=prior_range_fraction | L10=red_box_midline | L11=red_box_edge | L12=red_box_quarter,L1=green | L2=green | L3=green | L4=green | L5=green | L6=green | L7=neutral | L8=neutral | L9=neutral | L10=red | L11=red | L12=red,L4=green_box_midline::green_mid_3 | L5=green_box_edge::green_edge_2 | L6=green_box_quarter::green_box_2_75pct | L7=prior_hlc::previous_close,L4=green_box_midline | L5=green_box_edge | L6=green_box_quarter | L7=prior_hlc,4.46,25.0,50.0,BOX_INTERNAL_TEMPLATE,85b8b34f30,245fe06534,01d1e1b851,70714d44a1,,,,
2026-06-01,11,1.7575,2.344773,6.2725,18.181818,54.545455,63.636364,90.909091,100.0,green_box_quarter,0,1,7,3,L1=green_box_edge::green_edge_3 | L2=green_box_quarter::green_box_3_75pct | L3=green_box_quarter::green_box_3_25pct | L4=green_box_quarter::green_box_2_75pct | L5=red_box_quarter::red_box_1_25pct | L6=red_box_quarter::red_box_1_75pct | L7=green_box_midline::green_mid_1 | L8=prior_hlc::previous_low | L9=red_box_edge::red_edge_2 | L10=red_box_midline::red_mid_3 | L11=red_box_edge::red_edge_3,L1=green_box_edge | L2=green_box_quarter | L3=green_box_quarter | L4=green_box_quarter | L5=red_box_quarter | L6=red_box_quarter | L7=green_box_midline | L8=prior_hlc | L9=red_box_edge | L10=red_box_midline | L11=red_box_edge,L1=green | L2=green | L3=green | L4=green | L5=red | L6=red | L7=green | L8=neutral | L9=red | L10=red | L11=red,L4=green_box_quarter::green_box_2_75pct | L5=red_box_quarter::red_box_1_25pct | L6=red_box_quarter::red_box_1_75pct | L7=green_box_midline::green_mid_1,L4=green_box_quarter | L5=red_box_quarter | L6=red_box_quarter | L7=green_box_midline,1.48625,75.0,100.0,BOX_INTERNAL_TEMPLATE,16a26a9a71,2d79de5f52,eb07e9acc2,83a8969df1,,,,
